,PMCID,Class_mean
19455,['4290992'],Relevant
19456,['7195533'],Relevant
19457,['3045766'],Relevant
19458,['6815351'],Relevant
19459,['3883477'],Relevant
19460,['7104105'],Relevant
19461,['3878097'],Relevant
19462,['5820593'],Relevant
19463,['5076718'],Relevant
19464,['6989334'],Relevant
19465,['6691048'],Relevant
19466,['3239838'],Relevant
19467,['8097992'],Relevant
19468,['3806855'],Relevant
19469,['4138679'],Relevant
19470,['6888525'],Relevant
19471,['7038313'],Relevant
19472,['2443154'],Relevant
19473,['7018532'],Relevant
19474,['7470404'],Relevant
19475,['4405293'],Relevant
19476,['4057180'],Relevant
19477,['8362182'],Relevant
19478,['5688430'],Relevant
19479,['8007978'],Relevant
19480,['5401885'],Relevant
19481,['3793866'],Relevant
19482,['3905028'],Relevant
19483,['8313370'],Relevant
19484,['8038373'],Relevant
19485,['5118456'],Relevant
19486,['8303670'],Relevant
19487,['6925716'],Relevant
19488,['7660258'],Relevant
19489,['7284012'],Relevant
19490,['5318333'],Relevant
19491,['3869888'],Relevant
19492,['7803934'],Relevant
19493,['2599239'],Relevant
19494,['5632865'],Relevant
19495,['4848143'],Relevant
19496,['4052788'],Relevant
19497,['5914719'],Relevant
19498,['8094066'],Relevant
19499,['4797315'],Relevant
19500,['4633559'],Relevant
19501,['6554606'],Relevant
19502,['6503343'],Relevant
19503,['7940407'],Relevant
19504,['7565865'],Relevant
19505,['6307074'],Relevant
19506,['7718023'],Relevant
19507,['5571323'],Relevant
19508,['7183808'],Relevant
19509,['7203850'],Relevant
19510,['6218413'],Relevant
19511,['3734689'],Relevant
19512,['6923640'],Relevant
19513,['7364608'],Relevant
19514,['5753637'],Relevant
19515,['6100241'],Relevant
19516,['4367035'],Relevant
19517,['3862690'],Relevant
19518,['7424257'],Relevant
19519,['7364498'],Relevant
19520,['4143175'],Relevant
19521,['4395146'],Relevant
19522,['3290987'],Relevant
19523,['4842051'],Relevant
19524,['6974441'],Relevant
19525,['5112694'],Relevant
19526,['7121645'],Relevant
19527,['7277575'],Relevant
19528,['6950413'],Relevant
19529,['8390754'],Relevant
19530,['3981806'],Relevant
19531,['7816392'],Relevant
19532,['5920722'],Relevant
19533,['7830599'],Relevant
19534,['8394723'],Relevant
19535,['4247199'],Relevant
19536,['5969349'],Relevant
19537,['4034364'],Relevant
19538,['7688375'],Relevant
19539,['8073024'],Relevant
19540,['5127137'],Relevant
19541,['7603108'],Relevant
19542,['5839824'],Relevant
19543,['7123030'],Relevant
19544,['4873868'],Relevant
19545,['7873994'],Relevant
19546,['6839795'],Relevant
19547,['5646798'],Relevant
19548,['6555173'],Relevant
19549,['6466557'],Relevant
19550,['3717754'],Relevant
19551,['4402196'],Relevant
19552,['8470188'],Relevant
19553,['6879207'],Relevant
19554,['5776164'],Relevant
19555,['6049918'],Relevant
19556,['7106195'],Relevant
19557,['5749445'],Relevant
19558,['3395110'],Relevant
19559,['6639629'],Relevant
19560,['3601409'],Relevant
19561,['6446510'],Relevant
19562,['7026060'],Relevant
19563,['3323100'],Relevant
19564,['4742419'],Relevant
19565,['4609035'],Relevant
19566,['6780248'],Relevant
19567,['7158349'],Relevant
19568,['6479866'],Relevant
19569,['6801914'],Relevant
19570,['4803297'],Relevant
19571,['8458285'],Relevant
19572,['6016239'],Relevant
19573,['6361997'],Relevant
19574,['5553435'],Relevant
19575,['8230138'],Relevant
19576,['3054938'],Relevant
19577,['1325265'],Relevant
19578,['7952406'],Relevant
19579,['8018244'],Relevant
19580,['4025590'],Relevant
19581,['4357999'],Relevant
19582,['5435343'],Relevant
19583,['7256847'],Relevant
19584,['5110546'],Relevant
19585,['4514472'],Relevant
19586,['5983306'],Relevant
19587,['7923053'],Relevant
19588,['7010615'],Relevant
19589,['3464789'],Relevant
19590,['4117977'],Relevant
19591,['7173526'],Relevant
19592,['6678922'],Relevant
19593,['3291382'],Relevant
19594,['6394051'],Relevant
19595,['6610018'],Relevant
19596,['5159585'],Relevant
19597,['7676730'],Relevant
19598,['7460492'],Relevant
19599,['6053426'],Relevant
19600,['6695191'],Relevant
19601,['4812331'],Relevant
19602,['3051222'],Relevant
19603,['7141503'],Relevant
19604,['2684127'],Relevant
19605,['7641547'],Relevant
19606,['6512025'],Relevant
19607,['6162939'],Relevant
19608,['7840548'],Relevant
19609,['5436883'],Relevant
19610,['3090342'],Relevant
19611,['6437047'],Relevant
19612,['7359511'],Relevant
19613,['7922951'],Relevant
19614,['4316775'],Relevant
19615,['8306355'],Relevant
19616,['8020261'],Relevant
19617,['5738369'],Relevant
19618,['6958973'],Relevant
19619,['5080314'],Relevant
19620,['7263590'],Relevant
19621,['1939917'],Relevant
19622,['5474864'],Relevant
19623,['8282892'],Relevant
19624,['5114307'],Relevant
19625,['8268581'],Relevant
19626,['8051824'],Relevant
19627,['6630428'],Relevant
19628,['6391828'],Relevant
19629,['5378938'],Relevant
19630,['6305476'],Relevant
19631,['8035659'],Relevant
19632,['6422941'],Relevant
19633,['6540221'],Relevant
19634,['4500774'],Relevant
19635,['3902932'],Relevant
19636,['4598751'],Relevant
19637,['1569835'],Relevant
19638,['3019191'],Relevant
19639,['3693955'],Relevant
19640,['3818683'],Relevant
19641,['270619'],Relevant
19642,['5794709'],Relevant
19643,['8055654'],Relevant
19644,['6548975'],Relevant
19645,['7774942'],Relevant
19646,['5053466'],Relevant
19647,['6064930'],Relevant
19648,['8210675'],Relevant
19649,['8210026'],Relevant
19650,['6730876'],Relevant
19651,['3320487'],Relevant
19652,['7269643'],Relevant
19653,['8416521'],Relevant
19654,['6249923'],Relevant
19655,['5489813'],Relevant
19656,['6858784'],Relevant
19657,['4121704'],Relevant
19658,['5484520'],Relevant
19659,['4183876'],Relevant
19660,['6466596'],Relevant
19661,['8084144'],Relevant
19662,['8147750'],Relevant
19663,['3358085'],Relevant
19664,['6102240'],Relevant
19665,['8001105'],Relevant
19666,['6439239'],Relevant
19667,['5721385'],Relevant
19668,['5860732'],Relevant
19669,['3035553'],Relevant
19670,['5852602'],Relevant
19671,['5891852'],Relevant
19672,['6022871'],Relevant
19673,['6637140'],Relevant
19674,['4684208'],Relevant
19675,['3496636'],Relevant
19676,['5011509'],Relevant
19677,['3417524'],Relevant
19678,['4596540'],Relevant
19679,['5935190'],Relevant
19680,['8188880'],Relevant
19681,['3667831'],Relevant
19682,['8419829'],Relevant
19683,['6927343'],Relevant
19684,['3376801'],Relevant
19685,['8247230'],Relevant
19686,['5607213'],Relevant
19687,['6759235'],Relevant
19688,['2627985'],Relevant
19689,['8026971'],Relevant
19690,['4636767'],Relevant
19691,['7829033'],Relevant
19692,['3366741'],Relevant
19693,['7795476'],Relevant
19694,['4880104'],Relevant
19695,['4872156'],Relevant
19696,['4406151'],Relevant
19697,['4769010'],Relevant
19698,['5868842'],Relevant
19699,['5598251'],Relevant
19700,['3901461'],Relevant
19701,['3785471'],Relevant
19702,['7034828'],Relevant
19703,['4453579'],Relevant
19704,['5559103'],Relevant
19705,['6579829'],Relevant
19706,['4023908'],Relevant
19707,['7318354'],Relevant
19708,['4259481'],Relevant
19709,['6836225'],Relevant
19710,['6385045'],Relevant
19711,['7459103'],Relevant
19712,['4886351'],Relevant
19713,['6680719'],Relevant
19714,['3527518'],Relevant
19715,['4977752'],Relevant
19716,['5674047'],Relevant
19717,['5312804'],Relevant
19718,['4173770'],Relevant
19719,['7343992'],Relevant
19720,['5394271'],Relevant
19721,['4118892'],Relevant
19722,['4895489'],Relevant
19723,['4432689'],Relevant
19724,['2442601'],Relevant
19725,['4786141'],Relevant
19726,['7172914'],Relevant
19727,['3050900'],Relevant
19728,['7036035'],Relevant
19729,['5753393'],Relevant
19730,['4409631'],Relevant
19731,['6988247'],Relevant
19732,['7710075'],Relevant
19733,['5870722'],Relevant
19734,['8039391'],Relevant
19735,['3294753'],Relevant
19736,['6868441'],Relevant
19737,['4693165'],Relevant
19738,['4480405'],Relevant
19739,['3707209'],Relevant
19740,['6939427'],Relevant
19741,['5024495'],Relevant
19742,['6568040'],Relevant
19743,['4909106'],Relevant
19744,['4391529'],Relevant
19745,['3312834'],Relevant
19746,['3907765'],Relevant
19747,['4220964'],Relevant
19748,['6323973'],Relevant
19749,['8286994'],Relevant
19750,['7256763'],Relevant
19751,['7330544'],Relevant
19752,['8145576'],Relevant
19753,['6406943'],Relevant
19754,['5203999'],Relevant
19755,['4632366'],Relevant
19756,['4410581'],Relevant
19757,['8289207'],Relevant
19758,['4142386'],Relevant
19759,['8460623'],Relevant
19760,['7558931'],Relevant
19761,['7093396'],Relevant
19762,['5399355'],Relevant
19763,['6115441'],Relevant
19764,['7547360'],Relevant
19765,['6668858'],Relevant
19766,['7936329'],Relevant
19767,['6411662'],Relevant
19768,['6849406'],Relevant
19769,['3321399'],Relevant
19770,['5579271'],Relevant
19771,['4982755'],Relevant
19772,['5811446'],Relevant
19773,['3656248'],Relevant
19774,['7249103'],Relevant
19775,['2830186'],Relevant
19776,['4778278'],Relevant
19777,['8101706'],Relevant
19778,['5686198'],Relevant
19779,['7692955'],Relevant
19780,['6022921'],Relevant
19781,['3209864'],Relevant
19782,['6097362'],Relevant
19783,['7277532'],Relevant
19784,['4242996'],Relevant
19785,['6186014'],Relevant
19786,['6191136'],Relevant
19787,['8479958'],Relevant
19788,['4822755'],Relevant
19789,['7074082'],Relevant
19790,['7908037'],Relevant
19791,['7097807'],Relevant
19792,['5602873'],Relevant
19793,['7653084'],Relevant
19794,['3357552'],Relevant
19795,['4998363'],Relevant
19796,['3107159'],Relevant
19797,['3373231'],Relevant
19798,['4243437'],Relevant
19799,['6270209'],Relevant
19800,['6804149'],Relevant
19801,['2323289'],Relevant
19802,['5862934'],Relevant
19803,['8312973'],Relevant
19804,['7650669'],Relevant
19805,['3367580'],Relevant
19806,['3111041'],Relevant
19807,['7390111'],Relevant
19808,['8406238'],Relevant
19809,['3544733'],Relevant
19810,['7345947'],Relevant
19811,['5745752'],Relevant
19812,['4236506'],Relevant
19813,['5476584'],Relevant
19814,['6095594'],Relevant
19815,['8467890'],Relevant
19816,['7397215'],Relevant
19817,['7830303'],Relevant
19818,['3437209'],Relevant
19819,['7464666'],Relevant
19820,['7926965'],Relevant
19821,['7961880'],Relevant
19822,['6387500'],Relevant
19823,['3284432'],Relevant
19824,['8005086'],Relevant
19825,['5138215'],Relevant
19826,['6856287'],Relevant
19827,['6430946'],Relevant
19828,['8465475'],Relevant
19829,['6879286'],Relevant
19830,['7271218'],Relevant
19831,['8492120'],Relevant
19832,['7355805'],Relevant
19833,['7714571'],Relevant
19834,['8401077'],Relevant
19835,['7509435'],Relevant
19836,['4571009'],Relevant
19837,['7179595'],Relevant
19838,['5410053'],Relevant
19839,['6146126'],Relevant
19840,['8066193'],Relevant
19841,['5084480'],Relevant
19842,['4014381'],Relevant
19843,['6773877'],Relevant
19844,['5497343'],Relevant
19845,['3371820'],Relevant
19846,['2536710'],Relevant
19847,['3226646'],Relevant
19848,['6357464'],Relevant
19849,['3975842'],Relevant
19850,['4877109'],Relevant
19851,['8245820'],Relevant
19852,['6933065'],Relevant
19853,['2258413'],Relevant
19854,['8131704'],Relevant
19855,['3907381'],Relevant
19856,['5326722'],Relevant
19857,['5450709'],Relevant
19858,['4485226'],Relevant
19859,['3402527'],Relevant
19860,['7089579'],Relevant
19861,['2373885'],Relevant
19862,['8047252'],Relevant
19863,['3639911'],Relevant
19864,['6943720'],Relevant
19865,['4075419'],Relevant
19866,['5870498'],Relevant
19867,['5529541'],Relevant
19868,['4183184'],Relevant
19869,['6007512'],Relevant
19870,['8472796'],Relevant
19871,['5687051'],Relevant
19872,['3937136'],Relevant
19873,['5618425'],Relevant
19874,['7268510'],Relevant
19875,['5712592'],Relevant
19876,['8282254'],Relevant
19877,['6563851'],Relevant
19878,['3477136'],Relevant
19879,['7347330'],Relevant
19880,['3658828'],Relevant
19881,['7356512'],Relevant
19882,['5398294'],Relevant
19883,['5535928'],Relevant
19884,['3339301'],Relevant
19885,['2777507'],Relevant
19886,['7114588'],Relevant
19887,['7399169'],Relevant
19888,['7027456'],Relevant
19889,['7359849'],Relevant
19890,['7010303'],Relevant
19891,['2213401'],Relevant
19892,['7827628'],Relevant
19893,['3724488'],Relevant
19894,['7475781'],Relevant
19895,['7011884'],Relevant
19896,['7079049'],Relevant
19897,['7373752'],Relevant
19898,['3948575'],Relevant
19899,['7647598'],Relevant
19900,['8509367'],Relevant
19901,['5497607'],Relevant
19902,['7551771'],Relevant
19903,['4683069'],Relevant
19904,['6479279'],Relevant
19905,['7921373'],Relevant
19906,['5633176'],Relevant
19907,['7643747'],Relevant
19908,['3724262'],Relevant
19909,['4060553'],Relevant
19910,['7699646'],Relevant
19911,['6835763'],Relevant
19912,['6362004'],Relevant
19913,['6003692'],Relevant
19914,['4754643'],Relevant
19915,['8182226'],Relevant
19916,['4486848'],Relevant
19917,['6530869'],Relevant
19918,['4383647'],Relevant
19919,['4871476'],Relevant
19920,['6158919'],Relevant
19921,['7937792'],Relevant
19922,['6181533'],Relevant
19923,['8227019'],Relevant
19924,['6156760'],Relevant
19925,['3996566'],Relevant
19926,['4971204'],Relevant
19927,['7868421'],Relevant
19928,['4892626'],Relevant
19929,['7212441'],Relevant
19930,['8085382'],Relevant
19931,['6403389'],Relevant
19932,['4397695'],Relevant
19933,['6269041'],Relevant
19934,['7264328'],Relevant
19935,['7150396'],Relevant
19936,['5835047'],Relevant
19937,['7596417'],Relevant
19938,['7281350'],Relevant
19939,['6591619'],Relevant
19940,['7565858'],Relevant
19941,['4485870'],Relevant
19942,['4963327'],Relevant
19943,['7449941'],Relevant
19944,['4604804'],Relevant
19945,['7259577'],Relevant
19946,['8229575'],Relevant
19947,['5596078'],Relevant
19948,['4285654'],Relevant
19949,['3999356'],Relevant
19950,['4317673'],Relevant
19951,['5890771'],Relevant
19952,['4986344'],Relevant
19953,['7969740'],Relevant
19954,['8303170'],Relevant
19955,['7661212'],Relevant
19956,['3630085'],Relevant
19957,['8012488'],Relevant
19958,['4063181'],Relevant
19959,['4604838'],Relevant
19960,['8012020'],Relevant
19961,['7283319'],Relevant
19962,['3925715'],Relevant
19963,['7032734'],Relevant
19964,['2941616'],Relevant
19965,['8406304'],Relevant
19966,['6738990'],Relevant
19967,['7354431'],Relevant
19968,['7533533'],Relevant
19969,['6410124'],Relevant
19970,['7746556'],Relevant
19971,['7887282'],Relevant
19972,['3134387'],Relevant
19973,['4574206'],Relevant
19974,['4725251'],Relevant
19975,['6517696'],Relevant
19976,['7833053'],Relevant
19977,['7375214'],Relevant
19978,['4311309'],Relevant
19979,['4489015'],Relevant
19980,['5800151'],Relevant
19981,['3706262'],Relevant
19982,['6211117'],Relevant
19983,['5840628'],Relevant
19984,['7655802'],Relevant
19985,['6459517'],Relevant
19986,['8021847'],Relevant
19987,['7992161'],Relevant
19988,['7958578'],Relevant
19989,['3718332'],Relevant
19990,['7997010'],Relevant
19991,['3912758'],Relevant
19992,['7301238'],Relevant
19993,['6531439'],Relevant
19994,['6519342'],Relevant
19995,['1456971'],Relevant
19996,['7516202'],Relevant
19997,['6760957'],Relevant
19998,['8217231'],Relevant
19999,['5649013'],Relevant
20000,['7845282'],Relevant
20001,['7353360'],Relevant
20002,['5879067'],Relevant
20003,['8324924'],Relevant
20004,['5841774'],Relevant
20005,['3120642'],Relevant
20006,['4918179'],Relevant
20007,['6530014'],Relevant
20008,['3580037'],Relevant
20009,['6233944'],Relevant
20010,['7947816'],Relevant
20011,['7532561'],Relevant
20012,['6526327'],Relevant
20013,['6405127'],Relevant
20014,['3216623'],Relevant
20015,['6382034'],Relevant
20016,['7564783'],Relevant
20017,['7827551'],Relevant
20018,['6985738'],Relevant
20019,['4962009'],Relevant
20020,['4315528'],Relevant
20021,['4841212'],Relevant
20022,['3115854'],Relevant
20023,['8113645'],Relevant
20024,['3491817'],Relevant
20025,['8227315'],Relevant
20026,['5634883'],Relevant
20027,['7121170'],Relevant
20028,['8440029'],Relevant
20029,['5249067'],Relevant
20030,['7912197'],Relevant
20031,['7765062'],Relevant
20032,['5479498'],Relevant
20033,['6829074'],Relevant
20034,['7310448'],Relevant
20035,['4956694'],Relevant
20036,['6379497'],Relevant
20037,['4655241'],Relevant
20038,['6963335'],Relevant
20039,['7363818'],Relevant
20040,['4527215'],Relevant
20041,['7168184'],Relevant
20042,['7153345'],Relevant
20043,['2925525'],Relevant
20044,['5872124'],Relevant
20045,['6913765'],Relevant
20046,['4031216'],Relevant
20047,['7163409'],Relevant
20048,['3317368'],Relevant
20049,['7734253'],Relevant
20050,['8378107'],Relevant
20051,['7582656'],Relevant
20052,['3559756'],Relevant
20053,['6085380'],Relevant
20054,['6237142'],Relevant
20055,['4989829'],Relevant
20056,['8322030'],Relevant
20057,['3242107'],Relevant
20058,['3385625'],Relevant
20059,['3174258'],Relevant
20060,['7093394'],Relevant
20061,['3216982'],Relevant
20062,['6937826'],Relevant
20063,['6293087'],Relevant
20064,['4682501'],Relevant
20065,['7541054'],Relevant
20066,['4800353'],Relevant
20067,['4706420'],Relevant
20068,['6681214'],Relevant
20069,['5634238'],Relevant
20070,['6137401'],Relevant
20071,['6539033'],Relevant
20072,['4453231'],Relevant
20073,['3366755'],Relevant
20074,['7835946'],Relevant
20075,['7002396'],Relevant
20076,['5914064'],Relevant
20077,['8502895'],Relevant
20078,['6682943'],Relevant
20079,['7659064'],Relevant
20080,['6273952'],Relevant
20081,['4772236'],Relevant
20082,['7179619'],Relevant
20083,['7334295'],Relevant
20084,['8147174'],Relevant
20085,['6181935'],Relevant
20086,['8336028'],Relevant
20087,['7179468'],Relevant
20088,['2138497'],Relevant
20089,['5467902'],Relevant
20090,['7168590'],Relevant
20091,['4338279'],Relevant
20092,['6260554'],Relevant
20093,['6829208'],Relevant
20094,['8130287'],Relevant
20095,['2762608'],Relevant
20096,['8227088'],Relevant
20097,['8283677'],Relevant
20098,['6390553'],Relevant
20099,['3885768'],Relevant
20100,['7105216'],Relevant
20101,['7354645'],Relevant
20102,['8480316'],Relevant
20103,['6141080'],Relevant
20104,['5770509'],Relevant
20105,['7952698'],Relevant
20106,['6153308'],Relevant
20107,['8072482'],Relevant
20108,['8156504'],Relevant
20109,['4053952'],Relevant
20110,['5501837'],Relevant
20111,['7368945'],Relevant
20112,['6070603'],Relevant
20113,['6259925'],Relevant
20114,['7159245'],Relevant
20115,['6915861'],Relevant
20116,['6162967'],Relevant
20117,['6554321'],Relevant
20118,['4959528'],Relevant
20119,['4023514'],Relevant
20120,['6353129'],Relevant
20121,['5526547'],Relevant
20122,['7691318'],Relevant
20123,['6213034'],Relevant
20124,['7660077'],Relevant
20125,['6784201'],Relevant
20126,['7511787'],Relevant
20127,['6707112'],Relevant
20128,['2752225'],Relevant
20129,['6121908'],Relevant
20130,['5852489'],Relevant
20131,['5199036'],Relevant
20132,['3721001'],Relevant
20133,['6276312'],Relevant
20134,['3564109'],Relevant
20135,['7587722'],Relevant
20136,['6759190'],Relevant
20137,['5882822'],Relevant
20138,['7672941'],Relevant
20139,['6945993'],Relevant
20140,['6986203'],Relevant
20141,['5371339'],Relevant
20142,['7013891'],Relevant
20143,['4985230'],Relevant
20144,['5597966'],Relevant
20145,['5116906'],Relevant
20146,['8197367'],Relevant
20147,['5530576'],Relevant
20148,['6439480'],Relevant
20149,['5164990'],Relevant
20150,['8252793'],Relevant
20151,['3653790'],Relevant
20152,['6667469'],Relevant
20153,['6000254'],Relevant
20154,['5526665'],Relevant
20155,['4509711'],Relevant
20156,['7842057'],Relevant
20157,['4649859'],Relevant
20158,['5709456'],Relevant
20159,['5590441'],Relevant
20160,['7071035'],Relevant
20161,['6471098'],Relevant
20162,['4457420'],Relevant
20163,['5054688'],Relevant
20164,['4119925'],Relevant
20165,['8158032'],Relevant
20166,['3637150'],Relevant
20167,['8209986'],Relevant
20168,['7764048'],Relevant
20169,['7690600'],Relevant
20170,['4505864'],Relevant
20171,['6891508'],Relevant
20172,['6249734'],Relevant
20173,['8308027'],Relevant
20174,['7057982'],Relevant
20175,['6763773'],Relevant
20176,['7922564'],Relevant
20177,['7845640'],Relevant
20178,['5769330'],Relevant
20179,['4824462'],Relevant
20180,['5909780'],Relevant
20181,['6347270'],Relevant
20182,['7692705'],Relevant
20183,['7985445'],Relevant
20184,['3776917'],Relevant
20185,['8342802'],Relevant
20186,['7665858'],Relevant
20187,['6570935'],Relevant
20188,['4880098'],Relevant
20189,['4368385'],Relevant
20190,['5039433'],Relevant
20191,['8402191'],Relevant
20192,['7922089'],Relevant
20193,['5820359'],Relevant
20194,['4344759'],Relevant
20195,['6597609'],Relevant
20196,['5017214'],Relevant
20197,['6983277'],Relevant
20198,['3307742'],Relevant
20199,['6140997'],Relevant
20200,['7891712'],Relevant
20201,['7839300'],Relevant
20202,['5547783'],Relevant
20203,['4293396'],Relevant
20204,['7920046'],Relevant
20205,['6422565'],Relevant
20206,['7253798'],Relevant
20207,['3174198'],Relevant
20208,['7342703'],Relevant
20209,['3051217'],Relevant
20210,['4489224'],Relevant
20211,['6775713'],Relevant
20212,['4425105'],Relevant
20213,['3048526'],Relevant
20214,['6457282'],Relevant
20215,['6137057'],Relevant
20216,['7844855'],Relevant
20217,['8164158'],Relevant
20218,['8185160'],Relevant
20219,['5794472'],Relevant
20220,['3958205'],Relevant
20221,['7852534'],Relevant
20222,['4371898'],Relevant
20223,['4565658'],Relevant
20224,['7140224'],Relevant
20225,['4699070'],Relevant
20226,['7829349'],Relevant
20227,['7148603'],Relevant
20228,['4059310'],Relevant
20229,['4489456'],Relevant
20230,['8036350'],Relevant
20231,['6288434'],Relevant
20232,['4579103'],Relevant
20233,['7369756'],Relevant
20234,['4330178'],Relevant
20235,['6952193'],Relevant
20236,['2944783'],Relevant
20237,['6804538'],Relevant
20238,['8121699'],Relevant
20239,['4269929'],Relevant
20240,['1131904'],Relevant
20241,['3591201'],Relevant
20242,['6795431'],Relevant
20243,['7504954'],Relevant
20244,['6864758'],Relevant
20245,['5088008'],Relevant
20246,['6854848'],Relevant
20247,['6543063'],Relevant
20248,['8380008'],Relevant
20249,['6149984'],Relevant
20250,['6023522'],Relevant
20251,['6332409'],Relevant
20252,['5203880'],Relevant
20253,['8047082'],Relevant
20254,['2194012'],Relevant
20255,['5610705'],Relevant
20256,['6164406'],Relevant
20257,['2600252'],Relevant
20258,['4125593'],Relevant
20259,['4223832'],Relevant
20260,['4620384'],Relevant
20261,['8280371'],Relevant
20262,['4909775'],Relevant
20263,['6232905'],Relevant
20264,['8395423'],Relevant
20265,['6885762'],Relevant
20266,['3458031'],Relevant
20267,['2901936'],Relevant
20268,['6273611'],Relevant
20269,['4097103'],Relevant
20270,['2812937'],Relevant
20271,['3082897'],Relevant
20272,['6415812'],Relevant
20273,['3320301'],Relevant
20274,['6683697'],Relevant
20275,['6274382'],Relevant
20276,['4368383'],Relevant
20277,['6325665'],Relevant
20278,['2703250'],Relevant
20279,['5114365'],Relevant
20280,['4317352'],Relevant
20281,['5790571'],Relevant
20282,['3073633'],Relevant
20283,['7237477'],Relevant
20284,['6817495'],Relevant
20285,['5042923'],Relevant
20286,['3708842'],Relevant
20287,['5819080'],Relevant
20288,['3712917'],Relevant
20289,['5824064'],Relevant
20290,['5748753'],Relevant
20291,['6894476'],Relevant
20292,['7231039'],Relevant
20293,['1274316'],Relevant
20294,['6408020'],Relevant
20295,['8293310'],Relevant
20296,['3117207'],Relevant
20297,['2640904'],Relevant
20298,['5857382'],Relevant
20299,['3206863'],Relevant
20300,['6756694'],Relevant
20301,['3900439'],Relevant
20302,['7310137'],Relevant
20303,['7033391'],Relevant
20304,['6192441'],Relevant
20305,['5909767'],Relevant
20306,['7559518'],Relevant
20307,['6456619'],Relevant
20308,['8470068'],Relevant
20309,['8070223'],Relevant
20310,['8490354'],Relevant
20311,['7998286'],Relevant
20312,['5203863'],Relevant
20313,['4994374'],Relevant
20314,['2725900'],Relevant
20315,['6339192'],Relevant
20316,['5702337'],Relevant
20317,['4354961'],Relevant
20318,['8209703'],Relevant
20319,['8306345'],Relevant
20320,['3693423'],Relevant
20321,['4367913'],Relevant
20322,['5446963'],Relevant
20323,['6264260'],Relevant
20324,['3109322'],Relevant
20325,['7140604'],Relevant
20326,['8181404'],Relevant
20327,['6189830'],Relevant
20328,['7688635'],Relevant
20329,['5949339'],Relevant
20330,['7158299'],Relevant
20331,['7824638'],Relevant
20332,['4416902'],Relevant
20333,['8464279'],Relevant
20334,['8035066'],Relevant
20335,['3989053'],Relevant
20336,['7559630'],Relevant
20337,['4161441'],Relevant
20338,['7172217'],Relevant
20339,['5423254'],Relevant
20340,['7643607'],Relevant
20341,['8102716'],Relevant
20342,['4600260'],Relevant
20343,['6258841'],Relevant
20344,['6270356'],Relevant
20345,['8446681'],Relevant
20346,['7583737'],Relevant
20347,['7983215'],Relevant
20348,['3347990'],Relevant
20349,['6170637'],Relevant
20350,['5964141'],Relevant
20351,['3709891'],Relevant
20352,['7906365'],Relevant
20353,['6686741'],Relevant
20354,['6921696'],Relevant
20355,['6498172'],Relevant
20356,['4130143'],Relevant
20357,['5577615'],Relevant
20358,['4550139'],Relevant
20359,['6368806'],Relevant
20360,['4876297'],Relevant
20361,['7476752'],Relevant
20362,['8098941'],Relevant
20363,['4285315'],Relevant
20364,['7663572'],Relevant
20365,['8440904'],Relevant
20366,['7568216'],Relevant
20367,['7168133'],Relevant
20368,['5851687'],Relevant
20369,['3367585'],Relevant
20370,['8223560'],Relevant
20371,['4874388'],Relevant
20372,['4338444'],Relevant
20373,['4168260'],Relevant
20374,['3923995'],Relevant
20375,['2593789'],Relevant
20376,['6713046'],Relevant
20377,['7071410'],Relevant
20378,['8495239'],Relevant
20379,['4204968'],Relevant
20380,['2603844'],Relevant
20381,['5228156'],Relevant
20382,['6016340'],Relevant
20383,['7526397'],Relevant
20384,['5812469'],Relevant
20385,['7443818'],Relevant
20386,['3108716'],Relevant
20387,['4598790'],Relevant
20388,['6087707'],Relevant
20389,['5456784'],Relevant
20390,['6152367'],Relevant
20391,['2866483'],Relevant
20392,['6288195'],Relevant
20393,['6651284'],Relevant
20394,['7002073'],Relevant
20395,['7564083'],Relevant
20396,['6580755'],Relevant
20397,['6380105'],Relevant
20398,['8165815'],Relevant
20399,['6115253'],Relevant
20400,['3278346'],Relevant
20401,['7431077'],Relevant
20402,['7188990'],Relevant
20403,['3711651'],Relevant
20404,['8296543'],Relevant
20405,['8019838'],Relevant
20406,['5821084'],Relevant
20407,['6268326'],Relevant
20408,['5491267'],Relevant
20409,['6069395'],Relevant
20410,['7449042'],Relevant
20411,['6972965'],Relevant
20412,['4021061'],Relevant
20413,['5884563'],Relevant
20414,['5797760'],Relevant
20415,['7082066'],Relevant
20416,['4180930'],Relevant
20417,['5149122'],Relevant
20418,['6206577'],Relevant
20419,['5863293'],Relevant
20420,['7528417'],Relevant
20421,['7129046'],Relevant
20422,['6608956'],Relevant
20423,['6963390'],Relevant
20424,['7439347'],Relevant
20425,['4593590'],Relevant
20426,['7728323'],Relevant
20427,['4793230'],Relevant
20428,['8068927'],Relevant
20429,['3063380'],Relevant
20430,['5476696'],Relevant
20431,['3357347'],Relevant
20432,['6836477'],Relevant
20433,['8165544'],Relevant
20434,['2211405'],Relevant
20435,['3971603'],Relevant
20436,['7397659'],Relevant
20437,['3825675'],Relevant
20438,['8060567'],Relevant
20439,['3151214'],Relevant
20440,['7402932'],Relevant
20441,['2941048'],Relevant
20442,['6972033'],Relevant
20443,['6066527'],Relevant
20444,['6205349'],Relevant
20445,['6487377'],Relevant
20446,['6685272'],Relevant
20447,['7559829'],Relevant
20448,['8210186'],Relevant
20449,['8066483'],Relevant
20450,['8138667'],Relevant
20451,['5622527'],Relevant
20452,['6099706'],Relevant
20453,['3985712'],Relevant
